epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,118.704,1.99272,2.56369,1.69628,0.70524,0.1575,0.29203,0.12455,2.06453,2.54313,1.88159,0.000651163,0.000651163,0.000651163
2,240.326,1.88349,1.74908,1.62919,0.6102,0.43137,0.47859,0.21098,1.86561,2.02188,1.66467,0.000666163,0.000666163,0.000666163
