bbox_out_sigmoid_loss,class_out_accuracy,class_out_loss,loss,val_bbox_out_sigmoid_loss,val_class_out_accuracy,val_class_out_loss,val_loss,learning_rate
0.03304681554436684,0.5685248374938965,1.1777046918869019,1.7987431287765503,0.03671526163816452,0.8848873376846313,0.6948065161705017,1.0635302066802979,0.0003000000142492354
0.020606331527233124,0.9234833121299744,0.2982752025127411,0.4675053358078003,0.022968480363488197,0.9093503952026367,0.36242350935935974,0.5565748810768127,0.0003000000142492354
0.01688190922141075,0.9304246306419373,0.2000427544116974,0.31695544719696045,0.018540367484092712,0.9102041125297546,0.3038606643676758,0.4716983437538147,0.0003000000142492354
0.014727804809808731,0.9376248121261597,0.1611902117729187,0.2563057541847229,0.016423331573605537,0.9151394367218018,0.2958863079547882,0.45815590023994446,0.0003000000142492354
0.013455523177981377,0.9417455196380615,0.1385774165391922,0.22136224806308746,0.015297438949346542,0.9174203276634216,0.28151068091392517,0.43625426292419434,0.0003000000142492354
0.012477663345634937,0.947063148021698,0.12124338746070862,0.19421491026878357,0.014183017425239086,0.9215685725212097,0.26766765117645264,0.41451209783554077,0.0003000000142492354
0.011740956455469131,0.9498928189277649,0.10665731132030487,0.1716553270816803,0.013371636159718037,0.9188209176063538,0.2824053466320038,0.43278831243515015,0.0003000000142492354
0.011016972362995148,0.9534196257591248,0.09653812646865845,0.1557951271533966,0.01268813293427229,0.9233559966087341,0.2748279571533203,0.4186566472053528,0.0003000000142492354
0.01044096052646637,0.9574562311172485,0.0838346779346466,0.13626280426979065,0.012310189194977283,0.9215552806854248,0.2955697476863861,0.4490980803966522,0.0003000000142492354
0.009863268584012985,0.9612110257148743,0.0761520117521286,0.12416011095046997,0.012359284795820713,0.9206883311271667,0.29448583722114563,0.45321762561798096,0.0003000000142492354
0.009401315823197365,0.9635140895843506,0.0689278170466423,0.11280856281518936,0.012473393231630325,0.9194610714912415,0.28817835450172424,0.4411056935787201,0.0003000000142492354
0.009063239209353924,0.9661890864372253,0.06207913160324097,0.10213398188352585,0.01180693507194519,0.9203548431396484,0.28255316615104675,0.4370221197605133,0.0001500000071246177
0.00872709695249796,0.9687447547912598,0.0549045093357563,0.09115490317344666,0.011552033014595509,0.9218487739562988,0.2921442985534668,0.45169273018836975,0.0001500000071246177
0.008438988588750362,0.9709035158157349,0.051514819264411926,0.08562865853309631,0.011518592946231365,0.9198079109191895,0.3047019839286804,0.46734994649887085,0.0001500000071246177
0.00829241331666708,0.9723874926567078,0.047344692051410675,0.07931234687566757,0.011415354907512665,0.9234094023704529,0.28482499718666077,0.4384264349937439,0.0001500000071246177
0.008031408302485943,0.9739446043968201,0.044904015958309174,0.07547137886285782,0.011554914526641369,0.9221956133842468,0.2969396412372589,0.4551074206829071,0.0001500000071246177
