bbox_out_loss,class_out_accuracy,class_out_loss,loss,val_bbox_out_loss,val_class_out_accuracy,val_class_out_loss,val_loss,learning_rate
0.02008691430091858,0.7347294688224792,0.339600533246994,0.5483510494232178,0.019085926935076714,0.5588235259056091,0.6812009811401367,0.9795094132423401,0.0002500000118743628
0.020302534103393555,0.7373473048210144,0.3372730016708374,0.5452432632446289,0.018463345244526863,0.5588235259056091,0.6775084137916565,0.9687839150428772,0.0002500000118743628
0.019766639918088913,0.7447643876075745,0.31268441677093506,0.5190635919570923,0.020064815878868103,0.5411764979362488,0.700164794921875,0.9995489716529846,0.0002500000118743628
0.01972714066505432,0.7412739992141724,0.3146422207355499,0.5187831521034241,0.020133445039391518,0.5058823823928833,0.7505300641059875,1.042572259902954,0.0002500000118743628
0.019744424149394035,0.7395287752151489,0.31838539242744446,0.5201510787010193,0.020005488768219948,0.5176470875740051,0.8552396893501282,1.1509671211242676,0.0002500000118743628
0.019656142219901085,0.7513089179992676,0.29724961519241333,0.50004643201828,0.019370879977941513,0.5176470875740051,0.7733651995658875,1.0726842880249023,0.0002500000118743628
0.01918523758649826,0.75,0.2850443124771118,0.4863874614238739,0.019309086725115776,0.5647059082984924,0.759739339351654,1.0581474304199219,0.0001250000059371814
0.01921856217086315,0.7486910820007324,0.2785627245903015,0.47875455021858215,0.019198380410671234,0.529411792755127,0.7688183784484863,1.0610225200653076,0.0001250000059371814
0.01941460184752941,0.7465096116065979,0.28183090686798096,0.48242124915122986,0.018948549404740334,0.5529412031173706,0.7040180563926697,0.9914022088050842,0.0001250000059371814
0.019359996542334557,0.7486910820007324,0.2744845449924469,0.4735516905784607,0.01838041841983795,0.5941176414489746,0.5948155522346497,0.8729501366615295,0.0001250000059371814
0.019021054729819298,0.7534903883934021,0.27365642786026,0.47236502170562744,0.018464120104908943,0.6000000238418579,0.593638002872467,0.8704404234886169,0.0001250000059371814
0.019183367490768433,0.7578533887863159,0.26405981183052063,0.4616491496562958,0.018337860703468323,0.6235294342041016,0.5702459216117859,0.8433040976524353,0.0001250000059371814
0.019093312323093414,0.7456369996070862,0.2597886919975281,0.4573921859264374,0.018503151834011078,0.6294117569923401,0.5798099040985107,0.8547689914703369,0.0001250000059371814
0.018884124234318733,0.7595986127853394,0.2506907284259796,0.4480372369289398,0.017685620114207268,0.6294117569923401,0.5484924912452698,0.8183256983757019,0.0001250000059371814
0.01893429271876812,0.7534903883934021,0.24435053765773773,0.44001126289367676,0.018037574365735054,0.6176470518112183,0.559224545955658,0.8301934003829956,0.0001250000059371814
0.019201867282390594,0.75,0.2541371285915375,0.4487937390804291,0.01748858578503132,0.6235294342041016,0.5261762142181396,0.7913321852684021,0.0001250000059371814
0.01873437874019146,0.7530540823936462,0.25105759501457214,0.4453059434890747,0.01800939440727234,0.6294117569923401,0.5921716094017029,0.859613835811615,0.0001250000059371814
0.018703578040003777,0.7530540823936462,0.24252502620220184,0.43593066930770874,0.018061190843582153,0.6235294342041016,0.561900794506073,0.8280876874923706,0.0001250000059371814
0.018849443644285202,0.753926694393158,0.2398243248462677,0.43326494097709656,0.018186861649155617,0.6117647290229797,0.5851646065711975,0.8555814623832703,6.25000029685907e-05
0.018914684653282166,0.7556719183921814,0.23472744226455688,0.42824989557266235,0.01804717630147934,0.6176470518112183,0.5644293427467346,0.831014096736908,6.25000029685907e-05
0.018791723996400833,0.7604712247848511,0.23495353758335114,0.42785385251045227,0.017981374636292458,0.6176470518112183,0.5709222555160522,0.8352057337760925,6.25000029685907e-05
0.01852816343307495,0.7591623067855835,0.23535718023777008,0.42708343267440796,0.01797686703503132,0.6176470518112183,0.5709177255630493,0.8330841064453125,6.25000029685907e-05
