epoch,bbox_out_loss,bbox_out_mse,class_out_accuracy,class_out_loss,learning_rate,loss,val_bbox_out_loss,val_bbox_out_mse,val_class_out_accuracy,val_class_out_loss,val_loss
0,0.10820762068033218,0.2944371998310089,0.40226876735687256,3.0874176025390625,0.0005000000237487257,3.3093059062957764,0.09214618802070618,0.2700023055076599,0.4745098352432251,1.933485984802246,2.1132805347442627
1,0.09057466685771942,0.2336847335100174,0.5468295216560364,0.7761852741241455,0.0005000000237487257,0.9300247430801392,0.07464750856161118,0.1996236890554428,0.41960784792900085,2.769623041152954,3.168896436691284
2,0.08532210439443588,0.2153620421886444,0.5922048091888428,0.31255805492401123,0.0005000000237487257,0.47918701171875,0.07066206634044647,0.20166698098182678,0.46274513006210327,1.5677629709243774,1.842913269996643
3,0.08199492841959,0.22360046207904816,0.6029669046401978,0.14754356443881989,0.0005000000237487257,0.30904674530029297,0.07586848735809326,0.1938995122909546,0.45490196347236633,2.279041290283203,2.4892091751098633
4,0.07996043562889099,0.21928617358207703,0.6079116463661194,0.1745080053806305,0.0005000000237487257,0.3345165550708771,0.07242727279663086,0.23285800218582153,0.47058823704719543,2.0170841217041016,2.260560989379883
5,0.076295405626297,0.22702859342098236,0.5965677499771118,0.19664929807186127,0.0005000000237487257,0.35021185874938965,0.07550234347581863,0.2253466248512268,0.4588235318660736,1.9510468244552612,2.247152328491211
6,0.07584835588932037,0.22558248043060303,0.6041303277015686,0.1996350884437561,0.0005000000237487257,0.34833580255508423,0.07576077431440353,0.25553572177886963,0.4431372582912445,2.3121817111968994,2.5339136123657227
7,0.07476970553398132,0.2246309518814087,0.614310622215271,0.11908332258462906,0.0002500000118743628,0.26906290650367737,0.07992527633905411,0.23434874415397644,0.4588235318660736,2.165015697479248,2.487299919128418
8,0.0732128918170929,0.21554818749427795,0.6044211387634277,0.06783197820186615,0.0002500000118743628,0.21453310549259186,0.07777407020330429,0.24560458958148956,0.46274513006210327,2.349489688873291,2.5938332080841064
9,0.07137339562177658,0.21703271567821503,0.6154741644859314,0.03283125162124634,0.0002500000118743628,0.1757930964231491,0.0743185356259346,0.2211199551820755,0.4745098352432251,2.2249104976654053,2.496546745300293
10,0.06966409087181091,0.20741480588912964,0.6122746467590332,0.025359807536005974,0.0002500000118743628,0.16486380994319916,0.0757460817694664,0.225226029753685,0.45098042488098145,2.2043750286102295,2.456329822540283
