epoch,train_loss,train_cls_loss,train_reg_loss,train_ctr_loss,val_loss,val_cls_loss,val_reg_loss,val_ctr_loss,lr,img_size,phase
0,14.397918192545573,10.579568841722276,3.818349372016059,0.0,12.59935967127482,8.800910313924154,3.7984495162963867,0.0,0.0003333333333333333,224,phase1
1,9.986178440517849,6.728814432356093,3.257363971074422,0.0,9.003285010655722,5.493489980697632,3.5097951889038086,0.0,0.0006666666666666666,224,phase1
2,6.797268157535129,3.9243188381195067,2.872949319415622,0.0,6.810966809590657,3.488381107648214,3.3225857416788735,0.0,0.001,224,phase1
3,5.3478867318895125,2.715076144536336,2.632810582054986,0.0,6.025966962178548,2.886869231859843,3.1390976905822754,0.0,0.001,224,phase1
4,4.8178174548678925,2.3406569110022653,2.4771605650583903,0.0,5.704608201980591,2.646472175916036,3.0581361055374146,0.0,0.0009988835509676455,224,phase1
5,4.4855721632639565,2.1456811957889133,2.3398910045623778,0.0,5.55463186899821,2.520051678021749,3.0345802307128906,0.0,0.0009955391902029824,224,phase1
6,4.287545606825087,2.0267646498150294,2.260780946413676,0.0,5.477452913920085,2.5465455849965415,2.930907368659973,0.0,0.0009899818544330417,224,phase1
7,4.127102857165866,1.925742914941576,2.2013598918914794,0.0,5.298565785090129,2.452587087949117,2.845978776613871,0.0,0.0009822363640684356,224,phase1
8,4.053026013904148,1.8748514572779338,2.1781745645735,0.0,5.474424521128337,2.5046549836794534,2.969769557317098,0.0,0.0009723373123493789,224,phase1
9,3.9500736925337048,1.8188062111536663,2.1312674707836576,0.0,5.186607599258423,2.300399919350942,2.886207620302836,0.0,0.0009603289108438804,224,phase1
10,3.899220323562622,1.7712278683980307,2.1279924790064495,0.0,5.136758327484131,2.295029103755951,2.841729203859965,0.0,0.0009462647919881474,224,phase1
11,3.809986941019694,1.7223875602086385,2.0875993569691977,0.0,5.09631888071696,2.292452355225881,2.8038665453592935,0.0,0.0009302077695511065,224,phase1
12,3.714193757375081,1.6672473695543077,2.0469464037153458,0.0,5.143872499465942,2.3551684617996216,2.788704037666321,0.0,0.0009122295580928629,224,phase1
13,3.7161096307966446,1.672167134284973,2.0439425071080524,0.0,5.055492560068767,2.2609692017237344,2.7945234378178916,0.0,0.0008924104526700664,224,phase1
14,3.6427045928107367,1.6287641604741414,2.013940413792928,0.0,5.131770213445027,2.3034964203834534,2.8282738526662192,0.0,0.0008708389702186964,224,phase1
15,3.5881125291188556,1.595998666021559,1.9921138683954875,0.0,5.172024965286255,2.297631879647573,2.874393184979757,0.0,0.0008476114542159374,224,phase1
16,3.6030335479312474,1.591771207915412,2.0112623400158354,0.0,5.185733000437419,2.2841795086860657,2.9015536308288574,0.0,0.0008228316443868232,224,phase1
17,3.56673272980584,1.5918344471189712,1.974898295932346,0.0,4.906851291656494,2.2175221045811973,2.6893291076024375,0.0,0.0007966102133774412,224,phase1
18,3.5079976929558647,1.5551536348130968,1.9528440607918633,0.0,4.849700768788655,2.1562880476315818,2.693412701288859,0.0,0.0007690642724640282,224,phase1
19,3.4973541259765626,1.5376804749170938,1.9596736510594686,0.0,4.965140501658122,2.183635095755259,2.7815054655075073,0.0,0.0007403168485055826,224,phase1
20,3.457351287206014,1.5096554146872627,1.9476958645714655,0.0,4.875086148579915,2.157277822494507,2.717808405558268,0.0,0.0007104963344760462,224,phase1
21,3.4323245737287733,1.5022996875974868,1.9300249020258586,0.0,4.996675332387288,2.155102809270223,2.8415725231170654,0.0,0.0006797359160301145,224,phase1
22,3.3644504176245795,1.4556098937988282,1.9088405344221326,0.0,4.848695755004883,2.1512048045794168,2.6974908908208213,0.0,0.0006481729766637728,224,phase1
23,3.427908261617025,1.4826487673653497,1.945259486304389,0.0,4.942054907480876,2.2180295586586,2.7240253686904907,0.0,0.0006159484841262508,224,phase1
24,3.3587844318813747,1.4569169335895114,1.9018674982918633,0.0,4.876564184824626,2.135143001874288,2.741421103477478,0.0,0.0005832063608238357,224,phase1
25,3.353766743342082,1.4398290395736695,1.913937709066603,0.0,4.784780343373616,2.116780618826548,2.667999744415283,0.0,0.000550092841027468,224,phase1
26,3.301262553532918,1.4365861150953505,1.8646764198939005,0.0,4.7789279619852705,2.1086503863334656,2.6702776352564492,0.0,0.0005167558177549869,224,phase1
27,3.2500202496846518,1.3984817372428047,1.8515385309855144,0.0,4.737276792526245,2.083247721195221,2.654029130935669,0.0,0.0004833441822450132,224,phase1
28,3.31007571750217,1.430819402800666,1.8792563173505994,0.0,4.796817461649577,2.1492607990900674,2.6475566228230796,0.0,0.00045000715897253207,224,phase1
29,3.2256935172610812,1.3952554649776883,1.830438068177965,0.0,4.696344176928203,2.068218410015106,2.6281256675720215,0.0,0.0004168936391761642,224,phase1
30,3.2491422759162054,1.41770674917433,1.8314355452855429,0.0,4.808242638905843,2.1421905358632407,2.666052063306173,0.0,0.0003841515158737494,224,phase1
31,3.155496374766032,1.3418180730607774,1.8136782937579685,0.0,4.699554602305095,2.0835315783818564,2.6160230239232383,0.0,0.0003519270233362274,224,phase1
32,3.2125477366977266,1.3822548309961955,1.8302929268942938,0.0,4.750947554906209,2.1022533575693765,2.6486942768096924,0.0,0.00032036408396988547,224,phase1
