epoch,train_loss,train_cls_loss,train_reg_loss,train_ctr_loss,val_loss,val_cls_loss,val_reg_loss,val_ctr_loss,lr,img_size,phase
0,10.607604450649685,4.607204310099283,6.000400151146783,0.0,10.654071966807047,4.653512716293335,6.000559250513713,0.0,0.0003333333333333333,640,phase1
1,10.35866470336914,4.361342737409804,5.997321965959337,0.0,9.997026602427164,4.016337354977925,5.980689446131389,0.0,0.0006666666666666666,640,phase1
2,10.05311467912462,4.07708044052124,5.976034143235949,0.0,9.660358746846518,3.7690198024113974,5.89133898417155,0.0,0.001,640,phase1
3,9.672165531582303,3.7784399297502307,5.893725649515788,0.0,9.259033838907877,3.5427130858103433,5.716320832570394,0.0,0.001,640,phase1
4,9.381416956583658,3.628939798143175,5.752477063073052,0.0,8.96083434422811,3.4745130936304727,5.4863212903340655,0.0,0.000998198924396836,640,phase1
5,9.159385172526042,3.5605085796780056,5.598876561058892,0.0,8.833079814910889,3.4382460912068686,5.394833564758301,0.0,0.0009928086743783368,640,phase1
6,8.977126460605197,3.527011341518826,5.450115140279134,0.0,8.751454512278238,3.4356727600097656,5.315781752268474,0.0,0.0009838680868194027,640,phase1
7,8.815404849582249,3.5156982315911187,5.29970661799113,0.0,8.635751565297445,3.3974366982777915,5.238314946492513,0.0,0.0009714415788582688,640,phase1
8,8.69692488776313,3.4965619723002117,5.2003629048665365,0.0,8.58373737335205,3.4084065755208335,5.175331036249797,0.0,0.0009556186837695482,640,phase1
9,8.59881591796875,3.482156154844496,5.1166597578260635,0.0,8.554423967997232,3.4038393100102744,5.150584618250529,0.0,0.0009365134058749358,640,phase1
10,8.544931814405654,3.486545689900716,5.058386124504937,0.0,8.567308266957602,3.4128109216690063,5.154497385025024,0.0,0.0009142633991394587,640,phase1
11,8.517212867736816,3.5003568808237713,5.016855960422092,0.0,8.496589342753092,3.3936137358347573,5.102975845336914,0.0,0.0008890289753715037,640,phase1
12,8.470243729485405,3.4914235273996987,4.9788202285766605,0.0,8.47119696935018,3.39040207862854,5.080794970194499,0.0,0.0008609919491725644,640,phase1
13,8.425109100341796,3.469204213884142,4.955904865264893,0.0,8.438267389933268,3.3837678035100303,5.054499467213948,0.0,0.0008303543279588709,640,phase1
14,8.411997477213541,3.4746170573764377,4.937380451626248,0.0,8.491647561391195,3.410232981046041,5.081414620081584,0.0,0.0007973368564933279,640,phase1
15,8.37049126095242,3.4372600820329455,4.933231216006809,0.0,8.472320238749186,3.381450374921163,5.090869824091594,0.0,0.0007621774264144379,416,phase1
16,8.25817961162991,3.4076831923590767,4.850496376885308,0.0,8.439121882120768,3.372813860575358,5.06630810101827,0.0,0.0007251293622215956,416,phase1
17,8.2445828543769,3.408860773510403,4.8357220649719235,0.0,8.41191546122233,3.364541451136271,5.047374169031779,0.0,0.0006864595960662653,416,phase1
18,8.22614131503635,3.3981785350375704,4.82796277999878,0.0,8.368100961049398,3.3498264948527017,5.018274386723836,0.0,0.0006464467444997113,416,phase1
19,8.193533568912082,3.374742513232761,4.818791113959419,0.0,8.419453144073486,3.3668699661890664,5.052583376566569,0.0,0.0006053791010343635,416,phase1
20,8.203172132703994,3.387558831108941,4.815613238016764,0.0,8.407524426778158,3.3675729036331177,5.03995140393575,0.0,0.0005635525589824521,416,phase1
21,8.194590059916179,3.3841646724277075,4.810425345102946,0.0,8.369728883107504,3.3510934511820474,5.018635431925456,0.0,0.0005212684795379144,416,phase1
22,8.205278449588352,3.394138791826036,4.811139742533366,0.0,8.382628917694092,3.3585815827051797,5.024047295252482,0.0,0.00047883152046208585,416,phase1
23,8.178978655073378,3.3698715686798097,4.809107123480903,0.0,8.371492385864258,3.3500378131866455,5.021454493204753,0.0,0.000436547441017548,416,phase1
24,8.199349202050103,3.3865594704945883,4.812789683871799,0.0,8.376840750376383,3.356544256210327,5.020296414693196,0.0,0.00039472089896563673,416,phase1
25,8.182321696811252,3.377697308858236,4.804624356163872,0.0,8.356488863627115,3.34087065855662,5.015618324279785,0.0,0.00035365325550028884,416,phase1
26,8.211930603451199,3.406088611814711,4.8058419545491535,0.0,8.361645221710205,3.3476476271947226,5.013997475306193,0.0,0.00031364040393373483,416,phase1
27,8.189073795742459,3.392494297027588,4.796579466925727,0.0,8.350049495697021,3.336550315221151,5.013499180475871,0.0,0.00027497063777840423,416,phase1
28,8.168923420376247,3.368230226304796,4.800693268246121,0.0,8.357701778411865,3.3366612593332925,5.021040439605713,0.0,0.00023792257358556216,416,phase1
29,8.145272699991862,3.3519498083326553,4.7933229234483505,0.0,8.350042263666788,3.3437155882517495,5.006326675415039,0.0,0.000202763143506672,416,phase1
30,8.209276326497395,3.3590655167897543,4.850210815005832,0.0,8.43169911702474,3.336716969807943,5.094982147216797,0.0,0.00016974567204112895,320,phase1
31,8.14999770058526,3.3441285610198976,4.805869134267171,0.0,8.391949335734049,3.335066795349121,5.056882381439209,0.0,0.0001391080508274356,320,phase1
32,8.114602873060438,3.320948447121514,4.793654463026258,0.0,8.388494809468588,3.3293776512145996,5.059117237726848,0.0,0.00011107102462849616,320,phase1
33,8.125888591342502,3.337686236699422,4.788202423519558,0.0,8.369088808695475,3.328401287396749,5.040687719980876,0.0,8.58366008605412e-05,320,phase1
34,8.123000356886122,3.335872517691718,4.787127844492594,0.0,8.367690483729044,3.3252450227737427,5.042445580164592,0.0,6.358659412506413e-05,320,phase1
35,8.095485761430528,3.3081613593631323,4.787324439154731,0.0,8.371126095453898,3.329784313837687,5.0413417021433515,0.0,4.448131623045164e-05,320,phase1
36,8.10293066236708,3.3229341718885634,4.77999652226766,0.0,8.358827511469523,3.3244301478068032,5.03439728418986,0.0,2.8658421141730964e-05,320,phase1
37,8.127606730990939,3.3410653008355036,4.7865414513481985,0.0,8.358857790629068,3.3255775769551597,5.03328005472819,0.0,1.6231913180597245e-05,320,phase1
38,8.116131602393256,3.3323294692569307,4.783802117241754,0.0,8.361326773961386,3.325120210647583,5.036206563313802,0.0,7.2913256216631595e-06,320,phase1
39,8.090264267391628,3.316336663564046,4.773927550845676,0.0,8.357243458429972,3.3251866499582925,5.032056887944539,0.0,1.9010756031638662e-06,320,phase1
40,8.577512698703343,3.3199535846710204,5.257559098137749,0.0,8.884624163309732,3.33573047320048,5.548893769582112,0.0,5e-05,224,phase2
41,8.538055441114638,3.315143913692898,5.222911548614502,0.0,8.836429278055826,3.3295809427897134,5.506848414738973,0.0,5e-05,224,phase2
42,8.47232165866428,3.308000177807278,5.164321517944336,0.0,8.762145042419434,3.3138740062713623,5.44827127456665,0.0,5e-05,224,phase2
43,8.407938596937392,3.305605469809638,5.102333079444038,0.0,8.678969065348307,3.302333871523539,5.376635154088338,0.0,5e-05,224,phase2
44,8.304367733001708,3.267618438932631,5.036749193403456,0.0,8.630395730336508,3.307597557703654,5.322798093159993,0.0,4.998076445420604e-05,224,phase2
45,8.29137700398763,3.2812438170115152,5.010133213467068,0.0,8.57389529546102,3.2934348583221436,5.280460357666016,0.0,4.992308747664154e-05,224,phase2
46,8.239716709984673,3.2659405814276803,4.973776139153374,0.0,8.537521203358969,3.2943983475367227,5.243122895558675,0.0,4.982705800102541e-05,224,phase2
47,8.220930332607693,3.2663073433770076,4.9546230104234485,0.0,8.509017785390219,3.2823495467503867,5.226668278376262,0.0,4.969282409784868e-05,224,phase2
48,8.178808699713812,3.2490604294670953,4.929748302035861,0.0,8.481122493743896,3.2835535605748496,5.197568972905477,0.0,4.9520592746060595e-05,224,phase2
49,8.14950246810913,3.2375637690226235,4.911938730875651,0.0,8.45542860031128,3.270801027615865,5.184627532958984,0.0,4.931062951392202e-05,224,phase2
50,8.113733450571695,3.2300352838304307,4.883698166741265,0.0,8.440712928771973,3.272740880648295,5.167972167332967,0.0,4.906325814951849e-05,224,phase2
51,8.105014175838894,3.2280835628509523,4.87693059709337,0.0,8.438591798146566,3.2750895818074546,5.163502136866252,0.0,4.877886008156408e-05,224,phase2
52,8.094182046254476,3.232479381561279,4.861702601114909,0.0,8.399020989735922,3.2660463651021323,5.132974783579509,0.0,4.845787383126598e-05,224,phase2
53,8.077221955193414,3.2266595363616943,4.850562445322672,0.0,8.384936094284058,3.256368358929952,5.128567695617676,0.0,4.81007943361566e-05,224,phase2
54,8.044015248616537,3.208315838707818,4.83569950527615,0.0,8.362461884816488,3.258013963699341,5.1044479211171465,0.0,4.7708172186935775e-05,224,phase2
55,8.005222023857964,3.1898417313893637,4.815380350748698,0.0,8.353706041971842,3.2498303254445395,5.103875637054443,0.0,4.728061277849977e-05,224,phase2
56,8.00192510816786,3.194137710995144,4.80778742896186,0.0,8.347537835439047,3.2495893239974976,5.097948392232259,0.0,4.6818775376466285e-05,224,phase2
57,7.981341330210368,3.1848043547736276,4.796536922454834,0.0,8.32569408416748,3.2437089681625366,5.081985235214233,0.0,4.6323372100634596e-05,224,phase2
58,7.9661851671006945,3.179305171966553,4.786880005730523,0.0,8.321224689483643,3.2419248819351196,5.079299847284953,0.0,4.579516682694851e-05,224,phase2
