bbox_out_loss,class_out_loss,loss,objectness_loss,val_bbox_out_loss,val_class_out_loss,val_loss,val_objectness_loss,phase
1.735978126525879,0.17132240533828735,1.9210093021392822,0.013656818307936192,1.394213318824768,0.0946095883846283,1.5021047592163086,0.012113280594348907,phase2
1.5593945980072021,0.13632063567638397,1.7089483737945557,0.013129554688930511,1.372517704963684,0.09387312084436417,1.471556544303894,0.012025069445371628,phase2
1.490795612335205,0.12509867548942566,1.6288236379623413,0.012908276170492172,1.358438491821289,0.09101873636245728,1.4601576328277588,0.011952717788517475,phase2
1.4501090049743652,0.11965364217758179,1.5825104713439941,0.012758638709783554,1.3318331241607666,0.08892887830734253,1.434054970741272,0.011926256120204926,phase2
1.4114567041397095,0.11636563390493393,1.5404818058013916,0.012669804506003857,1.3182857036590576,0.08840959519147873,1.4187337160110474,0.011878257617354393,phase2
1.3741320371627808,0.11414157599210739,1.5008763074874878,0.012561356648802757,1.2968398332595825,0.09101225435733795,1.3916537761688232,0.01178437564522028,phase2
1.3487985134124756,0.11188046634197235,1.4730497598648071,0.012479035183787346,1.272457242012024,0.08698263764381409,1.3700242042541504,0.01169422548264265,phase2
1.3219804763793945,0.11070583015680313,1.445051908493042,0.012398251332342625,1.258973479270935,0.08643662929534912,1.3550630807876587,0.011604053899645805,phase2
1.31108820438385,0.10906889289617538,1.4324156045913696,0.012351227924227715,1.241202473640442,0.08617455512285233,1.34028959274292,0.01153459120541811,phase2
1.297866702079773,0.1067609041929245,1.416882038116455,0.01230146735906601,1.234495997428894,0.08552762120962143,1.3345427513122559,0.01151704415678978,phase2
1.269556999206543,0.1071939468383789,1.3889293670654297,0.012236207723617554,1.229543685913086,0.08483749628067017,1.3281755447387695,0.01155801396816969,phase2
1.2602574825286865,0.10716915130615234,1.3795217275619507,0.01220001932233572,1.2146375179290771,0.08393204212188721,1.3121850490570068,0.011425772681832314,phase2
1.245410442352295,0.10474298149347305,1.3621922731399536,0.012111936695873737,1.2165849208831787,0.08369223028421402,1.306784987449646,0.011505217291414738,phase2
1.2265677452087402,0.1057894378900528,1.3443589210510254,0.012067218311131,1.202617883682251,0.0833381861448288,1.2974990606307983,0.011415598914027214,phase2
1.2158979177474976,0.10381297767162323,1.3318490982055664,0.012069282121956348,1.1859062910079956,0.08266493678092957,1.2888398170471191,0.011343494057655334,phase2
1.2094539403915405,0.1027471050620079,1.324147343635559,0.012011884711682796,1.1849427223205566,0.08357904851436615,1.2761256694793701,0.011294491589069366,phase2
