epoch,accuracy,grid_iou,learning_rate,loss,val_accuracy,val_grid_iou,val_loss
0,0.2000981569290161,0.0033177381847053766,0.0010000000474974513,9.26340389251709,0.7534663677215576,0.005652054212987423,6.672963619232178
1,0.2723080813884735,0.0040262979455292225,0.0010000000474974513,6.268344402313232,0.7940425872802734,0.005432877689599991,6.160455703735352
2,0.3281133472919464,0.0045521133579313755,0.0010000000474974513,5.245195388793945,0.8168216347694397,0.0076388888992369175,5.855234146118164
3,0.339599609375,0.004366594832390547,0.0010000000474974513,4.666293621063232,0.7385203838348389,0.006855401676148176,5.957289695739746
4,0.37601619958877563,0.004875886719673872,0.0010000000474974513,4.207509517669678,0.7132802605628967,0.006301607936620712,6.135519027709961
5,0.3815511465072632,0.00480057206004858,0.0010000000474974513,3.914308786392212,0.8029261231422424,0.005361541640013456,7.204616546630859
6,0.4077836871147156,0.005228780675679445,0.0005000000237487257,3.543912172317505,0.7785114049911499,0.005335546564310789,7.545660018920898
7,0.3906567096710205,0.00500625791028142,0.0005000000237487257,3.4670088291168213,0.7983943223953247,0.004609412979334593,8.406669616699219
