epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,1764.7,1.59644,6.48945,0.02647,0.45456,0.41567,0.36723,0.20914,1.48619,5.37266,0.03214,0.00998397,0.00332799,0.00998397,0.00332799,0.0767041,0.0700481,0.00998397,0.00332799
2,3220.88,1.60273,4.86109,0.02648,0.54013,0.42099,0.42894,0.23691,1.62851,4.31666,0.03703,0.0180948,0.00603159,0.0180948,0.00603159,0.0514815,0.0394183,0.0180948,0.00603159
3,4645.58,1.67722,4.5917,0.02776,0.50978,0.45234,0.45073,0.25057,1.67477,3.96274,0.03732,0.0197284,0.00657612,0.0197284,0.00657612,0.0197818,0.00662954,0.0197284,0.00657612
4,6043.94,1.63167,4.19761,0.02699,0.67546,0.558,0.59967,0.34357,1.52699,2.982,0.03292,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037
5,7478.52,1.55584,3.88027,0.02499,0.69425,0.58231,0.62971,0.38217,1.41489,2.75572,0.02947,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537
