bbox_out_loss,class_out_categorical_accuracy,class_out_loss,loss,objectness_binary_accuracy,objectness_loss,val_bbox_out_loss,val_class_out_categorical_accuracy,val_class_out_loss,val_loss,val_objectness_binary_accuracy,val_objectness_loss,learning_rate,lr,epoch
0.025403542444109917,0.2517946660518646,0.023039093241095543,0.07680246978998184,0.9700320959091187,0.008158151991665363,0.027471253648400307,0.25765305757522583,0.01115510892122984,0.060659632086753845,0.9728391170501709,0.0072381808422505856,4.999999873689376e-05,4.999999873689376e-05,1
0.025097228586673737,0.2525159418582916,0.02292868122458458,0.07583422213792801,0.9697790741920471,0.008132115006446838,0.02781926468014717,0.25867846608161926,0.010796712711453438,0.06051129475235939,0.9729641079902649,0.007250483147799969,4.999999873689376e-05,4.999999873689376e-05,2
0.024843448773026466,0.25400474667549133,0.020610900595784187,0.07181615382432938,0.9697843790054321,0.008088512346148491,0.02825038693845272,0.2600790560245514,0.010490739718079567,0.06058355048298836,0.9729891419410706,0.0072825998067855835,4.999999873689376e-05,4.999999873689376e-05,3
0.023988399654626846,0.25204935669898987,0.01886123977601528,0.06898310780525208,0.9699347019195557,0.008072158321738243,0.028210124000906944,0.26165467500686646,0.01023013610392809,0.06012670323252678,0.9730141758918762,0.007264229003340006,4.999999873689376e-05,4.999999873689376e-05,4
0.024341287091374397,0.2510853409767151,0.017538579180836678,0.06683908402919769,0.969967246055603,0.00808999128639698,0.028418734669685364,0.261704683303833,0.009650721214711666,0.0592479407787323,0.9728641510009766,0.0072580971755087376,4.999999873689376e-05,4.999999873689376e-05,5
0.023402871564030647,0.25199633836746216,0.01605812832713127,0.0627301037311554,0.9699280261993408,0.007962203584611416,0.02851800248026848,0.26012906432151794,0.009803686290979385,0.059626199305057526,0.9729391932487488,0.007252426352351904,4.999999873689376e-05,4.999999873689376e-05,6
0.023942992091178894,0.25159814953804016,0.01597868837416172,0.0629083588719368,0.9700011610984802,0.008005017414689064,0.028597524389624596,0.26070427894592285,0.009922140277922153,0.05990437790751457,0.9729391932487488,0.007256780751049519,4.999999873689376e-05,4.999999873689376e-05,7
0.023409390822052956,0.25186988711357117,0.016880368813872337,0.06245674565434456,0.9699996709823608,0.008035361766815186,0.028219064697623253,0.2600790560245514,0.009846359491348267,0.05931157246232033,0.9730392694473267,0.007236485835164785,4.999999873689376e-05,4.999999873689376e-05,8
0.023286523297429085,0.25189560651779175,0.01426168903708458,0.060022953897714615,0.9700697064399719,0.00795537419617176,0.028183117508888245,0.2584533989429474,0.009763823822140694,0.05911504477262497,0.9731642603874207,0.007224313914775848,4.999999873689376e-05,4.999999873689376e-05,9
0.02293999493122101,0.25190234184265137,0.014466161839663982,0.06049947068095207,0.9699757099151611,0.007967249490320683,0.02825816348195076,0.25600242614746094,0.009846806526184082,0.05934979021549225,0.9729391932487488,0.007233393844217062,4.999999873689376e-05,4.999999873689376e-05,10
0.0229635089635849,0.2530389726161957,0.014204074628651142,0.0601956769824028,0.9699432253837585,0.00792698748409748,0.028412550687789917,0.25580236315727234,0.010028601624071598,0.05975385382771492,0.9730391502380371,0.00724028330296278,4.999999873689376e-05,4.999999873689376e-05,11
0.023200469091534615,0.2529125213623047,0.013349118642508984,0.05918966606259346,0.970064640045166,0.007843343541026115,0.02849034033715725,0.25620245933532715,0.009888509288430214,0.05949081480503082,0.9729642271995544,0.007230349816381931,4.999999873689376e-05,4.999999873689376e-05,12
0.02256057783961296,0.2541602551937103,0.014788602478802204,0.05864948779344559,0.969890296459198,0.008008308708667755,0.028197254985570908,0.25592735409736633,0.010235036723315716,0.05982190743088722,0.9730142951011658,0.007223635911941528,4.999999873689376e-05,4.999999873689376e-05,13
0.023086048662662506,0.25367310643196106,0.01153069268912077,0.056208137422800064,0.969980776309967,0.007896826602518559,0.028176626190543175,0.25590237975120544,0.010353370569646358,0.059916116297245026,0.9729391932487488,0.007216440048068762,4.999999873689376e-05,4.999999873689376e-05,14
0.022308524698019028,0.2540542781352997,0.013813715428113937,0.05916621908545494,0.97018963098526,0.007864008657634258,0.028219928964972496,0.2589035630226135,0.010280855000019073,0.059721287339925766,0.9729892611503601,0.007215770427137613,4.999999873689376e-05,4.999999873689376e-05,15
0.021791262552142143,0.2535073459148407,0.011466490104794502,0.05478305369615555,0.9701277017593384,0.007830644026398659,0.028067484498023987,0.26077932119369507,0.009963697753846645,0.05896379053592682,0.9729641079902649,0.0072089009918272495,4.999999873689376e-05,4.999999873689376e-05,16
0.021814918145537376,0.2526356279850006,0.01252567209303379,0.05507009103894234,0.9702284932136536,0.007811629679054022,0.02798827551305294,0.2585534155368805,0.010359948500990868,0.05953885614871979,0.9730141758918762,0.007205408066511154,4.999999873689376e-05,4.999999873689376e-05,17
0.022087914869189262,0.2532424032688141,0.011919990181922913,0.05486641824245453,0.9700849056243896,0.007922166958451271,0.027930285781621933,0.2576030492782593,0.01020070444792509,0.05917239189147949,0.9730392694473267,0.007187715265899897,4.999999873689376e-05,4.999999873689376e-05,18
0.022003814578056335,0.25451403856277466,0.011680780909955502,0.05346144735813141,0.9702610969543457,0.007834133692085743,0.027965914458036423,0.2578781545162201,0.010360179468989372,0.05937182158231735,0.9731891751289368,0.007188707590103149,4.999999873689376e-05,4.999999873689376e-05,19
0.02188592217862606,0.2527843415737152,0.012124746106564999,0.055331751704216,0.9703006744384766,0.007837684825062752,0.027957642450928688,0.25675272941589355,0.010444012470543385,0.059420179575681686,0.9732392430305481,0.007176435552537441,4.999999873689376e-05,4.999999873689376e-05,20
0.021277913823723793,0.25218096375465393,0.01035300549119711,0.052526626735925674,0.9703194499015808,0.0077911908738315105,0.027956482023000717,0.2559773921966553,0.010618476197123528,0.05973288044333458,0.9731642603874207,0.007173989899456501,4.999999873689376e-05,4.999999873689376e-05,21
0.021331682801246643,0.25238779187202454,0.010011989623308182,0.05194198340177536,0.9703243970870972,0.00781101081520319,0.02796277403831482,0.2562274932861328,0.010145338252186775,0.05886490270495415,0.9731142520904541,0.007170504424721003,4.999999873689376e-05,4.999999873689376e-05,22
0.021164508536458015,0.2524237036705017,0.009222166612744331,0.05005926638841629,0.9703465700149536,0.007736104540526867,0.027839958667755127,0.2548019289970398,0.010278650559484959,0.059000205248594284,0.973339319229126,0.007164293434470892,4.999999873689376e-05,2.499999936844688e-05,23
0.021481409668922424,0.25276896357536316,0.011810378171503544,0.0530129112303257,0.9703174829483032,0.007677838671952486,0.027860641479492188,0.25400158762931824,0.010127068497240543,0.05876093730330467,0.9733142852783203,0.007156723644584417,2.499999936844688e-05,2.499999936844688e-05,24
